,acc,f1
0,0.5125,0.4598337950138504
1,0.889,0.875140607424072
2,0.8905,0.9013068949977467
3,0.849,0.8221436984687868
4,0.957,0.9587727708533078
5,0.5805,0.5725929699439634
6,0.929,0.9283551967709385
7,0.7355,0.7107709130672498
8,0.575,0.4994110718492344
9,0.211,0.0
