acc,f1
0.852,0.8563106796116505
0.699,0.7686395080707148
0.5425,0.5569007263922519
0.3535,0.4813477737665463
0.7125,0.7408742676881478
0.8145,0.8187591597459697
0.6585,0.48139711465451784
0.7395,0.7933359777865926
0.699,0.6155810983397191
0.8215,0.8482787930301743
