,acc,f1
0,0.2555,0.40700915969733176
1,0.5025,0.009950248756218905
2,0.7015,0.6760716223548562
3,0.5105,0.5952873088052915
4,0.155,0.001182033096926714
5,0.6595,0.7055771725032426
6,0.8545,0.8461131676361714
7,0.552,0.2967032967032967
8,0.7845,0.771109930961232
9,0.6605,0.7465472191116088
