,window_size,precision,recall,f1_score
1.0,1.0,0.013861386138613862,0.7777777777777778,0.027237354085603113
1.1,1.1,0.015555555555555555,0.7777777777777778,0.030501089324618737
1.2000000000000002,1.2000000000000002,0.01726263871763255,0.7777777777777778,0.033775633293124246
1.3000000000000003,1.3000000000000003,0.01907356948228883,0.7777777777777778,0.03723404255319149
1.4000000000000004,1.4000000000000004,0.02092675635276532,0.7777777777777778,0.040756914119359534
1.5000000000000004,1.5000000000000004,0.02280130293159609,0.7777777777777778,0.04430379746835443
1.6000000000000005,1.6000000000000005,0.024778761061946902,0.7777777777777778,0.048027444253859346
1.7000000000000006,1.7000000000000006,0.02734375,0.7777777777777778,0.052830188679245285
1.8000000000000007,1.8000000000000007,0.03070175438596491,0.7777777777777778,0.05907172995780591
1.9000000000000008,1.9000000000000008,0.03170731707317073,0.7222222222222222,0.06074766355140187
2.000000000000001,2.000000000000001,0.03513513513513514,0.7222222222222222,0.06701030927835051
2.100000000000001,2.100000000000001,0.03571428571428571,0.6666666666666666,0.06779661016949153
2.200000000000001,2.200000000000001,0.03821656050955414,0.6666666666666666,0.07228915662650602
2.300000000000001,2.300000000000001,0.041811846689895474,0.6666666666666666,0.07868852459016394
2.4000000000000012,2.4000000000000012,0.04633204633204633,0.6666666666666666,0.08664259927797834
2.5000000000000013,2.5000000000000013,0.04721030042918455,0.6111111111111112,0.08764940239043825
2.6000000000000014,2.6000000000000014,0.05025125628140704,0.5555555555555556,0.09216589861751152
2.7000000000000015,2.7000000000000015,0.05,0.5,0.09090909090909091
2.8000000000000016,2.8000000000000016,0.050314465408805034,0.4444444444444444,0.0903954802259887
2.9000000000000017,2.9000000000000017,0.058823529411764705,0.4444444444444444,0.1038961038961039
